location_type,state_code,state_name,website_state_id,year,travel_spending_source_value,travel_spending_denomination,travel_spending_usd,state_local_tax_receipts_source_value,state_local_tax_receipts_denomination,state_local_tax_receipts_usd,jobs_source_value,jobs_numeric,employment_ranking,,,,,,,,
state,PA,Pennsylvania,39,2024,33.3,Billion,33300000000,1.9,Billion,1900000000,"231,500",231500,10,,,,,,,,
state,PA,Pennsylvania,39,2023,32,Billion,32000000000,1.8,Billion,1800000000,"228,500",228500,10,,,,,,,,
state,PA,Pennsylvania,39,2022,30.3,Billion,30300000000,1.8,Billion,1800000000,"218,700",218700,10,,,,,,,,
state,PA,Pennsylvania,39,2021,25.4,Billion,25400000000,1.6,Billion,1600000000,"201,000",201000,11,,,,,,,,
state,PA,Pennsylvania,39,2020,19.3,Billion,19300000000,1.3,Billion,1300000000,"179,300",179300,11,,,,,,,,
state,PA,Pennsylvania,39,2019,30.8,Billion,30800000000,1.8,Billion,1800000000,"237,300",237300,10,,,,,,,,
territory,PR,Puerto Rico,52,2024,11.5,Billion,11500000000,1.1,Billion,1100000000,"91,000",91000,3,,,,,,,,
territory,PR,Puerto Rico,52,2023,10.1,Billion,10100000000,990,Million,990000000,"87,200",87200,4,,,,,,,,
territory,PR,Puerto Rico,52,2022,8.7,Billion,8700000000,854,Million,854000000,"80,000",80000,6,,,,,,,,
territory,PR,Puerto Rico,52,2021,7.4,Billion,7400000000,734,Million,734000000,"68,000",68000,6,,,,,,,,
territory,PR,Puerto Rico,52,2020,4,Billion,4000000000,395,Million,395000000,"46,200",46200,6,,,,,,,,
territory,PR,Puerto Rico,52,2019,6.4,Billion,6400000000,644,Million,644000000,"65,900",65900,6,,,,,,,,
state,RI,Rhode Island,40,2024,3.2,Billion,3200000000,133,Million,133000000,"16,300",16300,12,,,,,,,,
state,RI,Rhode Island,40,2023,3,Billion,3000000000,125,Million,125000000,"15,900",15900,12,,,,,,,,
state,RI,Rhode Island,40,2022,2.9,Billion,2900000000,120,Million,120000000,"15,400",15400,12,,,,,,,,
state,RI,Rhode Island,40,2021,2.5,Billion,2500000000,107,Million,107000000,"13,900",13900,12,,,,,,,,
state,RI,Rhode Island,40,2020,1.8,Billion,1800000000,88,Million,88000000,"12,700",12700,12,,,,,,,,
state,RI,Rhode Island,40,2019,2.6,Billion,2600000000,127,Million,127000000,"17,400",17400,11,,,,,,,,
state,SC,South Carolina,41,2024,19.6,Billion,19600000000,1.5,Billion,1500000000,"135,100",135100,6,,,,,,,,
state,SC,South Carolina,41,2023,18.7,Billion,18700000000,1.5,Billion,1500000000,"133,500",133500,6,,,,,,,,
state,SC,South Carolina,41,2022,17.7,Billion,17700000000,1.4,Billion,1400000000,"128,700",128700,6,,,,,,,,
state,SC,South Carolina,41,2021,16.3,Billion,16300000000,1.3,Billion,1300000000,"120,900",120900,6,,,,,,,,
state,SC,South Carolina,41,2020,11.4,Billion,11400000000,1.2,Billion,1200000000,"112,800",112800,6,,,,,,,,
state,SC,South Carolina,41,2019,17.3,Billion,17300000000,1.5,Billion,1500000000,"140,100",140100,6,,,,,,,,
state,SD,South Dakota,42,2024,3.9,Billion,3900000000,232,Million,232000000,"29,700",29700,5,,,,,,,,
state,SD,South Dakota,42,2023,3.8,Billion,3800000000,225,Million,225000000,"29,100",29100,5,,,,,,,,
state,SD,South Dakota,42,2022,3.6,Billion,3600000000,217,Million,217000000,"28,400",28400,5,,,,,,,,
state,SD,South Dakota,42,2021,3.4,Billion,3400000000,209,Million,209000000,"26,800",26800,5,,,,,,,,
state,SD,South Dakota,42,2020,2.6,Billion,2600000000,160,Million,160000000,"24,000",24000,6,,,,,,,,
state,SD,South Dakota,42,2019,3.2,Billion,3200000000,182,Million,182000000,"27,400",27400,5,,,,,,,,
state,TN,Tennessee,43,2024,31.7,Billion,31700000000,3.3,Billion,3300000000,"204,600",204600,7,,,,,,,,
state,TN,Tennessee,43,2023,30.6,Billion,30600000000,3.2,Billion,3200000000,"201,200",201200,6,,,,,,,,
state,TN,Tennessee,43,2022,28.9,Billion,28900000000,2.9,Billion,2900000000,"195,000",195000,7,,,,,,,,
state,TN,Tennessee,43,2021,24.2,Billion,24200000000,2,Billion,2000000000,"169,700",169700,7,,,,,,,,
state,TN,Tennessee,43,2020,16.8,Billion,16800000000,1.4,Billion,1400000000,"157,400",157400,7,,,,,,,,
state,TN,Tennessee,43,2019,24.5,Billion,24500000000,2.1,Billion,2100000000,"194,900",194900,6,,,,,,,,
state,TX,Texas,44,2024,92.7,Billion,92700000000,5.4,Billion,5400000000,"713,300",713300,8,,,,,,,,
state,TX,Texas,44,2023,90,Billion,90000000000,5.4,Billion,5400000000,"707,100",707100,8,,,,,,,,
state,TX,Texas,44,2022,84.2,Billion,84200000000,5.1,Billion,5100000000,"679,500",679500,8,,,,,,,,
state,TX,Texas,44,2021,70.4,Billion,70400000000,4.6,Billion,4600000000,"586,900",586900,9,,,,,,,,
state,TX,Texas,44,2020,51.1,Billion,51100000000,4.1,Billion,4100000000,"494,200",494200,11,,,,,,,,
state,TX,Texas,44,2019,84.3,Billion,84300000000,5.7,Billion,5700000000,"714,400",714400,8,,,,,,,,
state,UT,Utah,45,2024,13.7,Billion,13700000000,892,Million,892000000,"88,400",88400,8,,,,,,,,
state,UT,Utah,45,2023,13.1,Billion,13100000000,882,Million,882000000,"87,000",87000,8,,,,,,,,
state,UT,Utah,45,2022,12.4,Billion,12400000000,841,Million,841000000,"84,100",84100,8,,,,,,,,
state,UT,Utah,45,2021,10.9,Billion,10900000000,757,Million,757000000,"77,400",77400,8,,,,,,,,
state,UT,Utah,45,2020,7.4,Billion,7400000000,676,Million,676000000,"74,300",74300,8,,,,,,,,
state,UT,Utah,45,2019,10.5,Billion,10500000000,782,Million,782000000,"88,800",88800,8,,,,,,,,
state,VA,Virginia,47,2024,35.1,Billion,35100000000,2.5,Billion,2500000000,"231,700",231700,7,,,,,,,,
state,VA,Virginia,47,2023,33.3,Billion,33300000000,2.4,Billion,2400000000,"226,700",226700,7,,,,,,,,
state,VA,Virginia,47,2022,30.3,Billion,30300000000,2.1,Billion,2100000000,"213,000",213000,7,,,,,,,,
state,VA,Virginia,47,2021,25.2,Billion,25200000000,1.8,Billion,1800000000,"187,300",187300,8,,,,,,,,
state,VA,Virginia,47,2020,17.5,Billion,17500000000,1.4,Billion,1400000000,"170,800",170800,8,,,,,,,,
state,VA,Virginia,47,2019,29.1,Billion,29100000000,2.1,Billion,2100000000,"240,800",240800,7,,,,,,,,
state,VT,Vermont,46,2024,3.4,Billion,3400000000,173,Million,173000000,"18,100",18100,5,,,,,,,,
state,VT,Vermont,46,2023,3.3,Billion,3300000000,166,Million,166000000,"17,700",17700,6,,,,,,,,
state,VT,Vermont,46,2022,3.2,Billion,3200000000,162,Million,162000000,"17,000",17000,6,,,,,,,,
state,VT,Vermont,46,2021,2.6,Billion,2600000000,136,Million,136000000,"14,500",14500,7,,,,,,,,
state,VT,Vermont,46,2020,1.8,Billion,1800000000,124,Million,124000000,"12,400",12400,7,,,,,,,,
state,VT,Vermont,46,2019,2.7,Billion,2700000000,182,Million,182000000,"22,800",22800,5,,,,,,,,
state,WA,Washington,48,2024,26.5,Billion,26500000000,1.3,Billion,1300000000,"137,300",137300,10,,,,,,,,
state,WA,Washington,48,2023,25.2,Billion,25200000000,1.3,Billion,1300000000,"135,700",135700,11,,,,,,,,
state,WA,Washington,48,2022,23.3,Billion,23300000000,1.2,Billion,1200000000,"129,600",129600,10,,,,,,,,
state,WA,Washington,48,2021,18.7,Billion,18700000000,982,Million,982000000,"118,100",118100,10,,,,,,,,
state,WA,Washington,48,2020,13.8,Billion,13800000000,770,Million,770000000,"106,300",106300,10,,,,,,,,
state,WA,Washington,48,2019,23.1,Billion,23100000000,1.2,Billion,1200000000,"146,100",146100,8,,,,,,,,
state,WI,Wisconsin,50,2024,16.3,Billion,16300000000,1,Billion,1000000000,"116,200",116200,10,,,,,,,,
state,WI,Wisconsin,50,2023,15.7,Billion,15700000000,986,Million,986000000,"113,400",113400,11,,,,,,,,
state,WI,Wisconsin,50,2022,15,Billion,15000000000,950,Million,950000000,"110,600",110600,11,,,,,,,,
state,WI,Wisconsin,50,2021,12.9,Billion,12900000000,864,Million,864000000,"104,800",104800,11,,,,,,,,
state,WI,Wisconsin,50,2020,9.8,Billion,9800000000,731,Million,731000000,"95,100",95100,11,,,,,,,,
state,WI,Wisconsin,50,2019,13.7,Billion,13700000000,1,Billion,1000000000,"127,400",127400,6,,,,,,,,
state,WV,West Virginia,49,2024,5.8,Billion,5800000000,542,Million,542000000,"43,600",43600,5,,,,,,,,
state,WV,West Virginia,49,2023,5.6,Billion,5600000000,523,Million,523000000,"42,600",42600,5,,,,,,,,
state,WV,West Virginia,49,2022,5.3,Billion,5300000000,503,Million,503000000,"41,500",41500,5,,,,,,,,
state,WV,West Virginia,49,2021,4.5,Billion,4500000000,445,Million,445000000,"38,700",38700,5,,,,,,,,
state,WV,West Virginia,49,2020,3.6,Billion,3600000000,296,Million,296000000,"25,900",25900,7,,,,,,,,
state,WV,West Virginia,49,2019,4.5,Billion,4500000000,448,Million,448000000,"43,900",43900,5,,,,,,,,
state,WY,Wyoming,51,2024,4.3,Billion,4300000000,177,Million,177000000,"34,400",34400,1,,,,,,,,
state,WY,Wyoming,51,2023,4.2,Billion,4200000000,177,Million,177000000,"34,300",34300,1,,,,,,,,
state,WY,Wyoming,51,2022,3.9,Billion,3900000000,170,Million,170000000,"33,500",33500,1,,,,,,,,
state,WY,Wyoming,51,2021,3.5,Billion,3500000000,168,Million,168000000,"31,700",31700,2,,,,,,,,
state,WY,Wyoming,51,2020,3.1,Billion,3100000000,162,Million,162000000,"29,200",29200,1,,,,,,,,
state,WY,Wyoming,51,2019,4,Billion,4000000000,185,Million,185000000,"34,300",34300,1,,,,,,,,
